sample_name	altitude	anonymized_name	bile_sample	biomass_even	biomass_quartile	climate	collection_substrate	collection_timestamp	collection_year	common_name	condition_factor	conservation_status	control	control_2	control_cell_into_extraction	control_org	depth_high_range_m	depth_low_range_m	depth_m	description	diet	diet_reference	dist_to_dorsal_cm	distance_from_shore_m	dna_extracted	dnaplate_column	dnaplate_row	dnaplate_well_id	elevation	empo_1	empo_2	empo_3	env	env0	env_biome	env_feature	env_material	env_package	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	extraction_cleanup	extraction_date	extraction_lot	extraction_mass_g	extraction_notes	extraction_notes_gill	extraction_plate_name	fish_collection_method	fl_cm	fmp_number	gamma_include	gape_cm	general_location	geo_loc_name	gi_cm	hab_notes	hab_sum	habitat_act_collection	habitat_be	habitat_cp	habitat_depth_level1	habitat_depth_level2	habitat_drf	habitat_dslp	habitat_is	habitat_kbrf	habitat_mdrf	habitat_ms	habitat_os	habitat_p	habitat_ref	habitat_rit	habitat_rst	habitat_sslp	habitat_sz	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_common_name_	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	include_st	latitude	longitude	mass_g	max_age	max_kg_grams	max_tl_cm	method_gear	month	name	notes	notes_on_dissection	num_order	number_db	ocean_basin	p_class	p_fam_common	p_family	p_genus	p_genus_species	p_order	pcr_order	ph_cells_per_g	ph_cells_per_g_log	ph_cells_per_mg	ph_extrapolated_cells_per_60ul_total	ph_extrapolated_cells_per_extra_ln	ph_extrapolated_cells_per_pcr_total	ph_log_reads	ph_r1150	ph_reads_per_mg	ph_total_reads	physical_specimen_location	physical_specimen_remaining	prey_annelids	prey_arthropods	prey_echinoderms	prey_invertebrate	prey_large_fish	prey_mollusks	prey_phytoplankton_algae	prey_shark_marine_mammal	prey_small_fish	prey_zooplankton	primer_plate	qiita_study_id	radii	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	reproductive_process	salinity_tolerance	salinity_tolerance_migration	sample_type	sample_type_2	sample_type_descriptive	sample_types	scientific_name	sd_or_la	season	sex	sjbg_gill	sjbg_gill_direction	sjbg_gill_number	sjbg_gill_orientation	sjbg_gill_sample	sjbg_gill_tissue	sjbg_gill_type	sourcesink	substrata_collection	substrata_group	swim_acceleration	swim_endurance	swim_mode	swim_performance	taxon_id	title	title_fmp_core	tl_cm	trophic	trophic_likely	type_habitat_nonbay_bol	x	y	z
13414.49.gill	Not applicable	49.gill	TRUE	3	4	subtropical	kelp forrest	2019-06-05	2019	shortfin weakfish	0.9157	DD	0	0		0	20	0	3	49.gill	small fish	fishbase.org	10.1	1069	TRUE	7	a	a7	0	Host-associated	Animal	Animal corpus	49gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Cynoscion arenarius	clearmag beads KF	9/14/20	PS16L1	0.283	degraded	PG	FMP101_P4_gill_1.88	HSW gillnet survey	34.4	49	1	4.3	PT loma	USA:CA:San Diego	26.3		2	KBRF	0	0	shallow	neritic	0	0	1	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	1	Missing: not collected	Missing: not collected	UBERON:respiratory system	0.915652235	UBERON:mucus	UBERON:gill	shortfin weakfish	shortfin corvina	34.5	cm	Missing: not collected	Cynoscion parvipinnis	FMP_49	320393	376	grams	1	32.658399	-117.232094	376		3.2	69	gillnet	6	49.gill		very stinky..might have been dead longer	625	352	Eastern Pacific	Actinopterygii	drums or croakers	Sciaenidae	Cynoscion	Cynoscion parvipinnis	Perciformes	721	49986102	7.698849271	49986	14146067	6.07145446	1178839	4.870304392	1	262131	74183	SIO	Missing: not collected									1		8	13414		0.292753623	0.124637681	0.762318841	oviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Cynoscion parvipinnis	311	spring	F								sink	kelp forrest	soft bottom	2	2	Subcarangiform	generalist	320393	FMP101	1	34.5	3	3	TRUE			
13414.49.hg	Not applicable	49.hg	TRUE	3	4	subtropical	kelp forrest	2019-06-05	2019	shortfin weakfish	0.9157	DD	0	0		0	20	0	3	49.hg	small fish	fishbase.org	10.1	1069	TRUE	7	a	a7	0	Host-associated	Animal	Animal distal gut	49hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Cynoscion arenarius	clearmag beads KF	9/10/20	PS16L1	0.0369			FMP101_P1_hg_1.88	HSW gillnet survey	34.4	49	1	4.3	PT loma	USA:CA:San Diego	26.3		2	KBRF	0	0	shallow	neritic	0	0	1	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	1	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.915652235	UBERON:feces	UBERON:digestive tract	shortfin weakfish	shortfin corvina	34.5	cm	Missing: not collected	Cynoscion parvipinnis	FMP_49	320393	376	grams	1	32.658399	-117.232094	376		3.2	69	gillnet	6	49.hg		very stinky..might have been dead longer	337	352	Eastern Pacific	Actinopterygii	drums or croakers	Sciaenidae	Cynoscion	Cynoscion parvipinnis	Perciformes	433	6479992	6.81157447	6480	239112	4.299419596	19926	4.363574377	1	625962	23098	SIO	Missing: not collected									1		5	13414		0.292753623	0.124637681	0.762318841	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Cynoscion parvipinnis	311	spring	F								sink	kelp forrest	soft bottom	2	2	Subcarangiform	generalist	320393	FMP101	1	34.5	3	3	TRUE			
13414.49.midgut	Not applicable	49.midgut	TRUE	3	4	subtropical	kelp forrest	2019-06-05	2019	shortfin weakfish	0.9157	DD	0	0		0	20	0	3	49.midgut	small fish	fishbase.org	10.1	1069	TRUE	7	a	a7	0	Host-associated	Animal	Animal proximal gut	49midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Cynoscion arenarius	clearmag beads KF	9/10/20	PS16L1	0.0771			FMP101_P2_mg_1.88	HSW gillnet survey	34.4	49	1	4.3	PT loma	USA:CA:San Diego	26.3		2	KBRF	0	0	shallow	neritic	0	0	1	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	1	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.915652235	UBERON:feces	UBERON:digestive tract	shortfin weakfish	shortfin corvina	34.5	cm	Missing: not collected	Cynoscion parvipinnis	FMP_49	320393	376	grams	1	32.658399	-117.232094	376		3.2	69	gillnet	6	49.midgut		very stinky..might have been dead longer	433	352	Eastern Pacific	Actinopterygii	drums or croakers	Sciaenidae	Cynoscion	Cynoscion parvipinnis	Perciformes	529	51174230	7.709051317	51174	3945533	5.516924448	328794	4.711731326	1	667847	51491	SIO	Missing: not collected									1		6	13414		0.292753623	0.124637681	0.762318841	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Cynoscion parvipinnis	311	spring	F								sink	kelp forrest	soft bottom	2	2	Subcarangiform	generalist	320393	FMP101	1	34.5	3	3	TRUE			
13414.49.skin	Not applicable	49.skin	TRUE	2	3	subtropical	kelp forrest	2019-06-05	2019	shortfin weakfish	0.9157	DD	0	0		0	20	0	3	49.skin	small fish	fishbase.org	10.1	1069	TRUE	7	a	a7	0	Host-associated	Animal	Animal surface	49skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Cynoscion arenarius	clearmag beads KF	9/14/20	PS16L1	0.132	high		FMP101_P3_skin_1.88	HSW gillnet survey	34.4	49	1	4.3	PT loma	USA:CA:San Diego	26.3		2	KBRF	0	0	shallow	neritic	0	0	1	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	1	Missing: not collected	Missing: not collected	UBERON:skin	0.915652235	UBERON:mucus	UBERON:skin of body	shortfin weakfish	shortfin corvina	34.5	cm	Missing: not collected	Cynoscion parvipinnis	FMP_49	320393	376	grams	1	32.658399	-117.232094	376		3.2	69	gillnet	6	49.skin		very stinky..might have been dead longer	529	352	Eastern Pacific	Actinopterygii	drums or croakers	Sciaenidae	Cynoscion	Cynoscion parvipinnis	Perciformes	625	823931	5.915890843	824	108759	3.957283563	9063	4.265737364	1	139689	18439	SIO	Missing: not collected									1		7	13414		0.292753623	0.124637681	0.762318841	oviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Cynoscion parvipinnis	311	spring	F								sink	kelp forrest	soft bottom	2	2	Subcarangiform	generalist	320393	FMP101	1	34.5	3	3	TRUE			
13414.50.gill	Not applicable	50.gill	TRUE	1	2	subtropical	kelp forrest	2019-06-05	2019	bonefish	0.8456	NT	0	0		0	84	0	3	50.gill	"worms, crustaceans, mollusks"	fishbase.org	15.8	1069	TRUE	7	b	b7	0	Host-associated	Animal	Animal corpus	50gill	gill	marine biome	animal-associated habitat	organic material	host-associated	284	Albula vulpes	clearmag beads KF	9/14/20	PS16L1	0.415		PG	FMP101_P4_gill_1.88	HSW gillnet survey	36	50	0	3	PT loma	USA:CA:San Diego	31		1	KBRF	0	0	shallow	neritic	0	0	0	0	0	0	0	1	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	0.845588118	UBERON:mucus	UBERON:gill	bonefish	bonefish	42.3	cm	Missing: not collected	Albula vulpes	FMP_50	54909	640	grams	1	32.658399	-117.232094	640		10	104	gillnet	6	50.gill			626	378	Eastern Pacific	Actinopterygii	bonefishes	Albulidae	Albula	Albula vulpes	Albuliformes	722	2200	3.342422681	2	913	1.881326209	76	3.672097858	1	11325	4700	SIO	Missing: not collected		1				1					8	13414		0.373522459	0.070921986	0.73286052	oviparous	brackish	brackish	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Albula vulpes	337	spring	M								sink	kelp forrest	pelagic	2	2	Subcarangiform	generalist	54909	FMP101	1	42.3	2	2	TRUE			
13414.50.hg	Not applicable	50.hg	TRUE	3	4	subtropical	kelp forrest	2019-06-05	2019	bonefish	0.8456	NT	0	0		0	84	0	3	50.hg	"worms, crustaceans, mollusks"	fishbase.org	15.8	1069	TRUE	7	b	b7	0	Host-associated	Animal	Animal distal gut	50hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	284	Albula vulpes	clearmag beads KF	9/10/20	PS16L1	0.061			FMP101_P1_hg_1.88	HSW gillnet survey	36	50	0	3	PT loma	USA:CA:San Diego	31		1	KBRF	0	0	shallow	neritic	0	0	0	0	0	0	0	1	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.845588118	UBERON:feces	UBERON:digestive tract	bonefish	bonefish	42.3	cm	Missing: not collected	Albula vulpes	FMP_50	54909	640	grams	1	32.658399	-117.232094	640		10	104	gillnet	6	50.hg			338	378	Eastern Pacific	Actinopterygii	bonefishes	Albulidae	Albula	Albula vulpes	Albuliformes	434	33386738	7.523573989	33387	2036591	5.229722584	169716	4.629603255	1	698672	42619	SIO	Missing: not collected		1				1					5	13414		0.373522459	0.070921986	0.73286052	oviparous	brackish	brackish	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Albula vulpes	337	spring	M								sink	kelp forrest	pelagic	2	2	Subcarangiform	generalist	54909	FMP101	1	42.3	2	2	TRUE			
13414.50.midgut	Not applicable	50.midgut	TRUE	3	4	subtropical	kelp forrest	2019-06-05	2019	bonefish	0.8456	NT	0	0		0	84	0	3	50.midgut	"worms, crustaceans, mollusks"	fishbase.org	15.8	1069	TRUE	7	b	b7	0	Host-associated	Animal	Animal proximal gut	50midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	284	Albula vulpes	clearmag beads KF	9/10/20	PS16L1	0.1245			FMP101_P2_mg_1.88	HSW gillnet survey	36	50	0	3	PT loma	USA:CA:San Diego	31		1	KBRF	0	0	shallow	neritic	0	0	0	0	0	0	0	1	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.845588118	UBERON:feces	UBERON:digestive tract	bonefish	bonefish	42.3	cm	Missing: not collected	Albula vulpes	FMP_50	54909	640	grams	1	32.658399	-117.232094	640		10	104	gillnet	6	50.midgut			434	378	Eastern Pacific	Actinopterygii	bonefishes	Albulidae	Albula	Albula vulpes	Albuliformes	530	3014869	6.479268446	3015	375351	4.495256506	31279	4.419575781	1	211060	26277	SIO	Missing: not collected		1				1					6	13414		0.373522459	0.070921986	0.73286052	oviparous	brackish	brackish	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Albula vulpes	337	spring	M								sink	kelp forrest	pelagic	2	2	Subcarangiform	generalist	54909	FMP101	1	42.3	2	2	TRUE			
13414.50.skin	Not applicable	50.skin	TRUE	1	1	subtropical	kelp forrest	2019-06-05	2019	bonefish	0.8456	NT	0	0		0	84	0	3	50.skin	"worms, crustaceans, mollusks"	fishbase.org	15.8	1069	TRUE	7	b	b7	0	Host-associated	Animal	Animal surface	50skin	skin	marine biome	animal-associated habitat	mucus	host-associated	284	Albula vulpes	clearmag beads KF	9/14/20	PS16L1	0.081	m		FMP101_P3_skin_1.88	HSW gillnet survey	36	50	0	3	PT loma	USA:CA:San Diego	31		1	KBRF	0	0	shallow	neritic	0	0	0	0	0	0	0	1	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	0.845588118	UBERON:mucus	UBERON:skin of body	bonefish	bonefish	42.3	cm	Missing: not collected	Albula vulpes	FMP_50	54909	640	grams	1	32.658399	-117.232094	640		10	104	gillnet	6	50.skin			530	378	Eastern Pacific	Actinopterygii	bonefishes	Albulidae	Albula	Albula vulpes	Albuliformes	626	24	1.380211242	0	2	-0.792782471	0	2.907411361	0	9975	808	SIO	Missing: not collected		1				1					7	13414		0.373522459	0.070921986	0.73286052	oviparous	brackish	brackish	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Albula vulpes	337	spring	M								sink	kelp forrest	pelagic	2	2	Subcarangiform	generalist	54909	FMP101	1	42.3	2	2	TRUE			
13414.51.gill	Not applicable	51.gill	TRUE	3	4	subtropical	soft bottom	2019-05-17	2019	california lizardfish	0.5408	LC	0	0		0	229	1	3	51.gill	fish	fishbase.org	11.4	78	TRUE	7	c	c7	0	Host-associated	Animal	Animal corpus	51gill	gill	marine biome	animal-associated habitat	organic material	host-associated	154	Synodus foetens	clearmag beads KF	9/14/20	PS16L1	0.317		WG	FMP101_P4_gill_1.88	hook and line	29.5	51	1	3.5	mission bay	USA:CA:San Diego	34.5		1	BE	0	0	shallow	neritic	0	0	1	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	0.540760471	UBERON:mucus	UBERON:gill	California lizardfish	CA lizardfish	30.8	cm	Missing: not collected	Synodus lucioceps	FMP_51	320415	158	grams	1	32.769349	-117.227735	158			64	rod and reel	5	51.gill			627	233	Eastern Pacific	Actinopterygii	lizardifishes	Synodontidae	Synodus	Synodus lucioceps	Aulopiformes	723	11421490	7.057722764	11421	3620612	5.479600788	301718	4.701058275	1	158489	50241	SIO	Missing: not collected					1				1		8	13414		0.37012987	0.113636364	1.12012987	oviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Synodus lucioceps	193	spring	Unknown								sink	sandy mud bottom	soft bottom	3	1	Esociform	accelerator	320415	FMP101	1	30.8	4	4	TRUE			
13414.51.hg	Not applicable	51.hg	TRUE	2	2	subtropical	soft bottom	2019-05-17	2019	california lizardfish	0.5408	LC	0	0		0	229	1	3	51.hg	fish	fishbase.org	11.4	78	TRUE	7	c	c7	0	Host-associated	Animal	Animal distal gut	51hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	154	Synodus foetens	clearmag beads KF	9/10/20	PS16L1	0.0562	low		FMP101_P1_hg_1.88	hook and line	29.5	51	1	3.5	mission bay	USA:CA:San Diego	34.5		1	BE	0	0	shallow	neritic	0	0	1	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.540760471	UBERON:feces	UBERON:digestive tract	California lizardfish	CA lizardfish	30.8	cm	Missing: not collected	Synodus lucioceps	FMP_51	320415	158	grams	1	32.769349	-117.227735	158			64	rod and reel	5	51.hg			339	233	Eastern Pacific	Actinopterygii	lizardifishes	Synodontidae	Synodus	Synodus lucioceps	Aulopiformes	435	39972	4.601755879	40	2246	2.272310817	187	3.783903579	1	108185	6080	SIO	Missing: not collected					1				1		5	13414		0.37012987	0.113636364	1.12012987	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Synodus lucioceps	193	spring	Unknown								sink	sandy mud bottom	soft bottom	3	1	Esociform	accelerator	320415	FMP101	1	30.8	4	4	TRUE			
13414.51.midgut	Not applicable	51.midgut	TRUE	3	4	subtropical	soft bottom	2019-05-17	2019	california lizardfish	0.5408	LC	0	0		0	229	1	3	51.midgut	fish	fishbase.org	11.4	78	TRUE	7	c	c7	0	Host-associated	Animal	Animal proximal gut	51midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	154	Synodus foetens	clearmag beads KF	9/10/20	PS16L1	0.0556			FMP101_P2_mg_1.88	hook and line	29.5	51	1	3.5	mission bay	USA:CA:San Diego	34.5		1	BE	0	0	shallow	neritic	0	0	1	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.540760471	UBERON:feces	UBERON:digestive tract	California lizardfish	CA lizardfish	30.8	cm	Missing: not collected	Synodus lucioceps	FMP_51	320415	158	grams	1	32.769349	-117.227735	158			64	rod and reel	5	51.midgut			435	233	Eastern Pacific	Actinopterygii	lizardifishes	Synodontidae	Synodus	Synodus lucioceps	Aulopiformes	531	1610852	6.207055641	1611	89563	3.872949269	7464	4.241621181	1	313723	17443	SIO	Missing: not collected					1				1		6	13414		0.37012987	0.113636364	1.12012987	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Synodus lucioceps	193	spring	Unknown								sink	sandy mud bottom	soft bottom	3	1	Esociform	accelerator	320415	FMP101	1	30.8	4	4	TRUE			
13414.51.skin	Not applicable	51.skin	TRUE	3	4	subtropical	soft bottom	2019-05-17	2019	california lizardfish	0.5408	LC	0	0		0	229	1	3	51.skin	fish	fishbase.org	11.4	78	TRUE	7	c	c7	0	Host-associated	Animal	Animal surface	51skin	skin	marine biome	animal-associated habitat	mucus	host-associated	154	Synodus foetens	clearmag beads KF	9/14/20	PS16L1	0.139	high		FMP101_P3_skin_1.88	hook and line	29.5	51	1	3.5	mission bay	USA:CA:San Diego	34.5		1	BE	0	0	shallow	neritic	0	0	1	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	0.540760471	UBERON:mucus	UBERON:skin of body	California lizardfish	CA lizardfish	30.8	cm	Missing: not collected	Synodus lucioceps	FMP_51	320415	158	grams	1	32.769349	-117.227735	158			64	rod and reel	5	51.skin			531	233	Eastern Pacific	Actinopterygii	lizardifishes	Synodontidae	Synodus	Synodus lucioceps	Aulopiformes	627	12503659	7.097037121	12504	1738009	5.160870692	144834	4.60991441	1	293022	40730	SIO	Missing: not collected					1				1		7	13414		0.37012987	0.113636364	1.12012987	oviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Synodus lucioceps	193	spring	Unknown								sink	sandy mud bottom	soft bottom	3	1	Esociform	accelerator	320415	FMP101	1	30.8	4	4	TRUE			
13414.52.gill	Not applicable	52.gill	FALSE	1	1	subtropical	rock associated	2019-06-05	2019	rubberlip seaperch	1.2695	NE	0	0		0	50	1	6	52.gill	"crabs, worms, bivalves, snails, isopods, brittle stars, shrimp, squid, algae"	MS Love. Everything you wanted to know about the fishes of the west coast. 2011	7.5	1163	TRUE	7	d	d7	0	Host-associated	Animal	Animal corpus	52gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Rhacochilus vacca	clearmag beads KF	9/14/20	PS16L1	0.525		WG	FMP101_P4_gill_1.88	HSW gillnet survey	23	52	1	2	wind n sea	USA:CA:San Diego	22.5	"rocky reef, kelp, shallow"	3	RST	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	1	Missing: not collected	Missing: not collected	UBERON:respiratory system	1.269539053	UBERON:mucus	UBERON:gill	rubberlip seaperch	rubberlip perch	24.5	cm	Missing: not collected	Rhacochilus toxotes	FMP_52	100202	186.7	grams	1	32.830845	-117.294357	186.7			47	gillnet	6	52.gill			628	260	Eastern Pacific	Actinopterygii	surfperches	Emiotocidae	Rhacochilus	Rhacochilus toxotes	Perciformes	724	714	2.853698212	1	375	1.494839554	31	3.561578368	1	6941	3644	SIO	Missing: not collected	1	1	1	1		1	1				8	13414		0.306122449	0.081632653	0.918367347	viviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Rhacochilus toxotes_	219	spring	Unknown								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	100202	FMP101	1	24.5	2	2	TRUE			
13414.52.hg	Not applicable	52.hg	FALSE	1	1	subtropical	rock associated	2019-06-05	2019	rubberlip seaperch	1.2695	NE	0	0		0	50	1	6	52.hg	"crabs, worms, bivalves, snails, isopods, brittle stars, shrimp, squid, algae"	MS Love. Everything you wanted to know about the fishes of the west coast. 2011	7.5	1163	TRUE	7	d	d7	0	Host-associated	Animal	Animal distal gut	52hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Rhacochilus vacca	clearmag beads KF	9/10/20	PS16L1	0.0509			FMP101_P1_hg_1.88	HSW gillnet survey	23	52	1	2	wind n sea	USA:CA:San Diego	22.5	"rocky reef, kelp, shallow"	3	RST	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	1	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.269539053	UBERON:feces	UBERON:digestive tract	rubberlip seaperch	rubberlip perch	24.5	cm	Missing: not collected	Rhacochilus toxotes	FMP_52	100202	186.7	grams	1	32.830845	-117.294357	186.7			47	gillnet	6	52.hg			340	260	Eastern Pacific	Actinopterygii	surfperches	Emiotocidae	Rhacochilus	Rhacochilus toxotes	Perciformes	436	1254	3.098297536	1	64	0.725688278	5	3.341632336	1	43143	2196	SIO	Missing: not collected	1	1	1	1		1	1				5	13414		0.306122449	0.081632653	0.918367347	viviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Rhacochilus toxotes_	219	spring	Unknown								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	100202	FMP101	1	24.5	2	2	TRUE			
13414.52.midgut	Not applicable	52.midgut	FALSE	1	2	subtropical	rock associated	2019-06-05	2019	rubberlip seaperch	1.2695	NE	0	0		0	50	1	6	52.midgut	"crabs, worms, bivalves, snails, isopods, brittle stars, shrimp, squid, algae"	MS Love. Everything you wanted to know about the fishes of the west coast. 2011	7.5	1163	TRUE	7	d	d7	0	Host-associated	Animal	Animal proximal gut	52midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Rhacochilus vacca	clearmag beads KF	9/10/20	PS16L1	0.1511			FMP101_P2_mg_1.88	HSW gillnet survey	23	52	1	2	wind n sea	USA:CA:San Diego	22.5	"rocky reef, kelp, shallow"	3	RST	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	1	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.269539053	UBERON:feces	UBERON:digestive tract	rubberlip seaperch	rubberlip perch	24.5	cm	Missing: not collected	Rhacochilus toxotes	FMP_52	100202	186.7	grams	1	32.830845	-117.294357	186.7			47	gillnet	6	52.midgut			436	260	Eastern Pacific	Actinopterygii	surfperches	Emiotocidae	Rhacochilus	Rhacochilus toxotes	Perciformes	532	8388	3.923658422	8	1267	2.023724547	106	3.712818	1	34163	5162	SIO	Missing: not collected	1	1	1	1		1	1				6	13414		0.306122449	0.081632653	0.918367347	viviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Rhacochilus toxotes_	219	spring	Unknown								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	100202	FMP101	1	24.5	2	2	TRUE			
13414.52.skin	Not applicable	52.skin	FALSE	1	1	subtropical	rock associated	2019-06-05	2019	rubberlip seaperch	1.2695	NE	0	0		0	50	1	6	52.skin	"crabs, worms, bivalves, snails, isopods, brittle stars, shrimp, squid, algae"	MS Love. Everything you wanted to know about the fishes of the west coast. 2011	7.5	1163	TRUE	7	d	d7	0	Host-associated	Animal	Animal surface	52skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Rhacochilus vacca	clearmag beads KF	9/14/20	PS16L1	0.086			FMP101_P3_skin_1.88	HSW gillnet survey	23	52	1	2	wind n sea	USA:CA:San Diego	22.5	"rocky reef, kelp, shallow"	3	RST	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	1	Missing: not collected	Missing: not collected	UBERON:skin	1.269539053	UBERON:mucus	UBERON:skin of body	rubberlip seaperch	rubberlip perch	24.5	cm	Missing: not collected	Rhacochilus toxotes	FMP_52	100202	186.7	grams	1	32.830845	-117.294357	186.7			47	gillnet	6	52.skin			532	260	Eastern Pacific	Actinopterygii	surfperches	Emiotocidae	Rhacochilus	Rhacochilus toxotes	Perciformes	628	946	2.975891136	1	81	0.831207185	7	3.371806459	1	27372	2354	SIO	Missing: not collected	1	1	1	1		1	1				7	13414		0.306122449	0.081632653	0.918367347	viviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Rhacochilus toxotes_	219	spring	Unknown								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	100202	FMP101	1	24.5	2	2	TRUE			
13414.53.gill	Not applicable	53.gill	FALSE	3	4	subtropical	rock associated	2019-06-05	2019	kelp perch	1.5871	NE	0	0		0	30	0	6	53.gill	crustaceans on kelp	fishbase.org	5	1163	TRUE	7	e	e7	0	Host-associated	Animal	Animal corpus	53gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Embiotoca lateralis	clearmag beads KF	9/14/20	PS16L1	0.059		WG	FMP101_P4_gill_1.88	HSW gillnet survey	14.2	53	1	1	wind n sea	USA:CA:San Diego	16.5		1	RST	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	1.587056494	UBERON:mucus	UBERON:gill	kelp perch	kelp perch	15.5	cm	Missing: not collected	Brachyistius frenatus	FMP_53	100188	59.1	grams	1	32.830845	-117.294357	59.1			22	gillnet	6	53.gill		"had 8 baby fish in stomach... did not give birth yet (1: 1.1g, 4.7cm; 2: 1.0g, 4.5cm; 3: 1.2g, 4.6cm; 4: 1.0g, 4.6cm; 5: 1.2g, 4.5cm; 6: 1.2g, 4.3cm; 7: 1.1g, 4.6cm; 8: 1.2g, 4.5cm)"	629	250	Eastern Pacific	Actinopterygii	surfperches	Emiotocidae	Brachyistius	Brachyistius frenatus	Perciformes	725	61867517	7.791462686	61868	3650184	5.483133452	304182	4.702068473	1	853525	50358	SIO	Missing: not collected		1									8	13414		0.322580645	0.064516129	1.064516129	viviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Brachyistius frenatus	209	spring	F								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	100188	FMP101	1	15.5	2	2	TRUE			
