X.SampleID	common_name	sample_type	collection_date	conservation_status	depth_high_range_m	depth_low_range_m	Depth_m	Diet	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	fish_collection_method	fl_cm	gape_cm	gi_cm	hab_notes	habitat_depth_level2	host_body_mass_index	host_common_name	host_height	host_height_vs_max_height_tl	host_scientific_name	host_subject_id	host_taxid	host_weight	mass_g	max_age	max_kg_grams	max_length_cm	max_tl_cm	method_gear	month	number_db	p_family	p_genus	p_genus_species_alternative	p_order	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	sample_type_descriptive	SAMPLE_TYPE	substrata_collection	swim_mode	swim_performance	tl_cm	trophic	p_genus_species
13414.35.skin.R1.fastq.gz	Spotted bay bass	skin	2019-08-02	LC	61	0	3	small fish_ benthic crustaceans	9	5	0.698970004	116	Paralabrax	spear	31	4.1	68.5	not applicable	neritic	1.392245547	Spotted bay bass	31.7	53	Paralabrax maculatofasciatus	FMP_35	147646	443.5	443.5	20	0.9	41.5	60	spear	8	341	Serranidae	Paralabrax	Paralabrax maculatofasciatus	Perciformes	0.283911672	0.129337539	2.160883281	skin swab	fish skin	rocky reef	Subcarangiform	generalist	31.7	3	Paralabrax maculatofasciatus
13414.37.gill.R1.fastq.gz	California flounder	gill	2019-06-04	LC	183	0	3	fish_ squid	2.8	100	2	116	Paralichthys californicus	HSW gillnet survey	44	5.3	24.5	not applicable	neritic	0.888888889	California flounder	45	30	Paralichthys californicus	FMP_37	319776	810	810	30	33	152	152	gillnet	6	281	Paralichthyidae	Paralichthys	Paralichthys californicus	Pleuronectiformes	0.062222222	0.117777778	0.544444444	gill tissue	fish gill	sandy mud bottom	Plueronectiform	flow refuging	45	3	Paralichthys californicus
13414.37.hg.R1.fastq.gz	California flounder	hindgut	2019-06-04	LC	183	0	3	fish_ squid	2.8	100	2	116	Paralichthys californicus	HSW gillnet survey	44	5.3	24.5	not applicable	neritic	0.888888889	California flounder	45	30	Paralichthys californicus	FMP_37	319776	810	810	30	33	152	152	gillnet	6	281	Paralichthyidae	Paralichthys	Paralichthys californicus	Pleuronectiformes	0.062222222	0.117777778	0.544444444	hindgut digesta	fish hindgut digesta	sandy mud bottom	Plueronectiform	flow refuging	45	3	Paralichthys californicus
13414.37.midgut.R1.fastq.gz	California flounder	midgut	2019-06-04	LC	183	0	3	fish_ squid	2.8	100	2	116	Paralichthys californicus	HSW gillnet survey	44	5.3	24.5	not applicable	neritic	0.888888889	California flounder	45	30	Paralichthys californicus	FMP_37	319776	810	810	30	33	152	152	gillnet	6	281	Paralichthyidae	Paralichthys	Paralichthys californicus	Pleuronectiformes	0.062222222	0.117777778	0.544444444	midgut digesta	fish midgut digesta	sandy mud bottom	Plueronectiform	flow refuging	45	3	Paralichthys californicus
13414.37.skin.R1.fastq.gz	California flounder	skin	2019-06-04	LC	183	0	3	fish_ squid	2.8	100	2	116	Paralichthys californicus	HSW gillnet survey	44	5.3	24.5	not applicable	neritic	0.888888889	California flounder	45	30	Paralichthys californicus	FMP_37	319776	810	810	30	33	152	152	gillnet	6	281	Paralichthyidae	Paralichthys	Paralichthys californicus	Pleuronectiformes	0.062222222	0.117777778	0.544444444	skin swab	fish skin	sandy mud bottom	Plueronectiform	flow refuging	45	3	Paralichthys californicus
13414.39.gill.R1.fastq.gz	greenspotted rockfish	gill	2020-07-24	not applicable	201	49	50	euphausids_ tunicates_ small fishes	7.4	4075	3.610127613	116	Sebastes chlorostictus	hook and line	24.5	4.5	31.5	caves, crevices, rock reef	neritic	1.442256203	greenspotted rockfish	24.5	49	Sebastes chlorostictus	FMP_39	72064	212.1	212.1	33	1	50	50	rod and reel	7	223	Sebastidae	Sebastes	Sebastes chlorostictus	Perciformes	0.302040816	0.183673469	1.285714286	gill tissue	fish gill	rocky reef	Labriform	generalist	24.5	3	Sebastes chlorostictus
13414.39.hg.R1.fastq.gz	greenspotted rockfish	hindgut	2020-07-24	not applicable	201	49	50	euphausids_ tunicates_ small fishes	7.4	4075	3.610127613	116	Sebastes chlorostictus	hook and line	24.5	4.5	31.5	caves, crevices, rock reef	neritic	1.442256203	greenspotted rockfish	24.5	49	Sebastes chlorostictus	FMP_39	72064	212.1	212.1	33	1	50	50	rod and reel	7	223	Sebastidae	Sebastes	Sebastes chlorostictus	Perciformes	0.302040816	0.183673469	1.285714286	hindgut digesta	fish hindgut digesta	rocky reef	Labriform	generalist	24.5	3	Sebastes chlorostictus
13414.39.midgut.R1.fastq.gz	greenspotted rockfish	midgut	2020-07-24	not applicable	201	49	50	euphausids_ tunicates_ small fishes	7.4	4075	3.610127613	116	Sebastes chlorostictus	hook and line	24.5	4.5	31.5	caves, crevices, rock reef	neritic	1.442256203	greenspotted rockfish	24.5	49	Sebastes chlorostictus	FMP_39	72064	212.1	212.1	33	1	50	50	rod and reel	7	223	Sebastidae	Sebastes	Sebastes chlorostictus	Perciformes	0.302040816	0.183673469	1.285714286	midgut digesta	fish midgut digesta	rocky reef	Labriform	generalist	24.5	3	Sebastes chlorostictus
13414.39.skin.R1.fastq.gz	greenspotted rockfish	skin	2020-07-24	not applicable	201	49	50	euphausids_ tunicates_ small fishes	7.4	4075	3.610127613	116	Sebastes chlorostictus	hook and line	24.5	4.5	31.5	caves, crevices, rock reef	neritic	1.442256203	greenspotted rockfish	24.5	49	Sebastes chlorostictus	FMP_39	72064	212.1	212.1	33	1	50	50	rod and reel	7	223	Sebastidae	Sebastes	Sebastes chlorostictus	Perciformes	0.302040816	0.183673469	1.285714286	skin swab	fish skin	rocky reef	Labriform	generalist	24.5	3	Sebastes chlorostictus
13414.4.gill.R1.fastq.gz	starry rockfish	gill	2019-08-21	NE	274	24	30	small fish_ crabs_ shrimp	6	2486	3.395501124	116	Sebastes constellatus	hook and line survey	22.1	3.5	36	deep reefs	neritic	1.83437604	starry rockfish	22.1	48	Sebastes constellatus	FMP_4	72066	198	198	32	1	46	46	rod and reel	8	297	Sebastidae	Sebastes	Sebastes constellatus	Perciformes	0.271493213	0.158371041	1.628959276	gill tissue	fish gill	rocky reef	Labriform	generalist	22.1	3	Sebastes constellatus
13414.4.hg.R1.fastq.gz	starry rockfish	hindgut	2019-08-21	NE	274	24	30	small fish_ crabs_ shrimp	6	2486	3.395501124	116	Sebastes constellatus	hook and line survey	22.1	3.5	36	deep reefs	neritic	1.83437604	starry rockfish	22.1	48	Sebastes constellatus	FMP_4	72066	198	198	32	1	46	46	rod and reel	8	297	Sebastidae	Sebastes	Sebastes constellatus	Perciformes	0.271493213	0.158371041	1.628959276	hindgut digesta	fish hindgut digesta	rocky reef	Labriform	generalist	22.1	3	Sebastes constellatus
13414.4.midgut.R1.fastq.gz	starry rockfish	midgut	2019-08-21	NE	274	24	30	small fish_ crabs_ shrimp	6	2486	3.395501124	116	Sebastes constellatus	hook and line survey	22.1	3.5	36	deep reefs	neritic	1.83437604	starry rockfish	22.1	48	Sebastes constellatus	FMP_4	72066	198	198	32	1	46	46	rod and reel	8	297	Sebastidae	Sebastes	Sebastes constellatus	Perciformes	0.271493213	0.158371041	1.628959276	midgut digesta	fish midgut digesta	rocky reef	Labriform	generalist	22.1	3	Sebastes constellatus
13414.4.skin.R1.fastq.gz	starry rockfish	skin	2019-08-21	NE	274	24	30	small fish_ crabs_ shrimp	6	2486	3.395501124	116	Sebastes constellatus	hook and line survey	22.1	3.5	36	deep reefs	neritic	1.83437604	starry rockfish	22.1	48	Sebastes constellatus	FMP_4	72066	198	198	32	1	46	46	rod and reel	8	297	Sebastidae	Sebastes	Sebastes constellatus	Perciformes	0.271493213	0.158371041	1.628959276	skin swab	fish skin	rocky reef	Labriform	generalist	22.1	3	Sebastes constellatus
13414.41.gill.R1.fastq.gz	California scorpionfish	gill	2019-08-14	DD	183	26	30	octopus_ crab_ small fish	4.5	2812	3.449015316	116	Scorpaena guttata	hook and line survey	17.9	2.5	23.5	rocky reef, kelp	neritic	1.708704577	California scorpionfish	17.9	42	Scorpaena guttata	FMP_41	72114	98	98	21	not applicable	57.9	43	rod and reel	8	301	Scorpaenidae	Scorpaena	Scorpaena guttata	Perciformes	0.251396648	0.139664804	1.312849162	gill tissue	fish gill	kelp forrest	Cottiform	accelerator	17.9	3	Scorpaena guttata
13414.41.hg.R1.fastq.gz	California scorpionfish	hindgut	2019-08-14	DD	183	26	30	octopus_ crab_ small fish	4.5	2812	3.449015316	116	Scorpaena guttata	hook and line survey	17.9	2.5	23.5	rocky reef, kelp	neritic	1.708704577	California scorpionfish	17.9	42	Scorpaena guttata	FMP_41	72114	98	98	21	not applicable	57.9	43	rod and reel	8	301	Scorpaenidae	Scorpaena	Scorpaena guttata	Perciformes	0.251396648	0.139664804	1.312849162	hindgut digesta	fish hindgut digesta	kelp forrest	Cottiform	accelerator	17.9	3	Scorpaena guttata
13414.41.midgut.R1.fastq.gz	California scorpionfish	midgut	2019-08-14	DD	183	26	30	octopus_ crab_ small fish	4.5	2812	3.449015316	116	Scorpaena guttata	hook and line survey	17.9	2.5	23.5	rocky reef, kelp	neritic	1.708704577	California scorpionfish	17.9	42	Scorpaena guttata	FMP_41	72114	98	98	21	not applicable	57.9	43	rod and reel	8	301	Scorpaenidae	Scorpaena	Scorpaena guttata	Perciformes	0.251396648	0.139664804	1.312849162	midgut digesta	fish midgut digesta	kelp forrest	Cottiform	accelerator	17.9	3	Scorpaena guttata
13414.41.skin.R1.fastq.gz	California scorpionfish	skin	2019-08-14	DD	183	26	30	octopus_ crab_ small fish	4.5	2812	3.449015316	116	Scorpaena guttata	hook and line survey	17.9	2.5	23.5	rocky reef, kelp	neritic	1.708704577	California scorpionfish	17.9	42	Scorpaena guttata	FMP_41	72114	98	98	21	not applicable	57.9	43	rod and reel	8	301	Scorpaenidae	Scorpaena	Scorpaena guttata	Perciformes	0.251396648	0.139664804	1.312849162	skin swab	fish skin	kelp forrest	Cottiform	accelerator	17.9	3	Scorpaena guttata
13414.42.gill.R1.fastq.gz	brown rockfish	gill	2019-08-14	DD	128	0	30	fish_ crab_ shrimp	6.3	3440	3.536558443	116	Sebastes auriculatus	hook and line survey	23.7	4	23.5	not applicable	neritic	1.472506092	brown rockfish	23.5	42	Sebastes auriculatus	FMP_42	72057	191.1	191.1	34	not applicable	56	56	rod and reel	8	272	Sebastidae	Sebastes	Sebastes auriculatus	Perciformes	0.268085106	0.170212766	1	gill tissue	fish gill	kelp forrest	Labriform	generalist	23.5	3	Sebastes auriculatus
13414.42.hg.R1.fastq.gz	brown rockfish	hindgut	2019-08-14	DD	128	0	30	fish_ crab_ shrimp	6.3	3440	3.536558443	116	Sebastes auriculatus	hook and line survey	23.7	4	23.5	not applicable	neritic	1.472506092	brown rockfish	23.5	42	Sebastes auriculatus	FMP_42	72057	191.1	191.1	34	not applicable	56	56	rod and reel	8	272	Sebastidae	Sebastes	Sebastes auriculatus	Perciformes	0.268085106	0.170212766	1	hindgut digesta	fish hindgut digesta	kelp forrest	Labriform	generalist	23.5	3	Sebastes auriculatus
13414.42.midgut.R1.fastq.gz	brown rockfish	midgut	2019-08-14	DD	128	0	30	fish_ crab_ shrimp	6.3	3440	3.536558443	116	Sebastes auriculatus	hook and line survey	23.7	4	23.5	not applicable	neritic	1.472506092	brown rockfish	23.5	42	Sebastes auriculatus	FMP_42	72057	191.1	191.1	34	not applicable	56	56	rod and reel	8	272	Sebastidae	Sebastes	Sebastes auriculatus	Perciformes	0.268085106	0.170212766	1	midgut digesta	fish midgut digesta	kelp forrest	Labriform	generalist	23.5	3	Sebastes auriculatus
13414.42.skin.R1.fastq.gz	brown rockfish	skin	2019-08-14	DD	128	0	30	fish_ crab_ shrimp	6.3	3440	3.536558443	116	Sebastes auriculatus	hook and line survey	23.7	4	23.5	not applicable	neritic	1.472506092	brown rockfish	23.5	42	Sebastes auriculatus	FMP_42	72057	191.1	191.1	34	not applicable	56	56	rod and reel	8	272	Sebastidae	Sebastes	Sebastes auriculatus	Perciformes	0.268085106	0.170212766	1	skin swab	fish skin	kelp forrest	Labriform	generalist	23.5	3	Sebastes auriculatus
13414.43.gill.R1.fastq.gz	california tonguefish	gill	2019-06-04	LC	201	2	3	fish_ invertebrates	0.6	235	2.371067862	116	Symphurus atricaudus	HSW gillnet survey	16.8	0.4	24	not applicable	neritic	0.957154095	california tonguefish	16.9	80	Symphurus atricaudus	FMP_43	305513	46.2	46.2	not applicable	not applicable	21	21	gillnet	6	359	Cynoglossidae	Symphurus	Symphurus atricaudus	Pleuronectiformes	0.035502959	0.023668639	1.420118343	gill tissue	fish gill	sandy mud bottom	Plueronectiform	flow refuging	16.9	3	Symphurus atricaudus
13414.43.hg.R1.fastq.gz	california tonguefish	hindgut	2019-06-04	LC	201	2	3	fish_ invertebrates	0.6	235	2.371067862	116	Symphurus atricaudus	HSW gillnet survey	16.8	0.4	24	not applicable	neritic	0.957154095	california tonguefish	16.9	80	Symphurus atricaudus	FMP_43	305513	46.2	46.2	not applicable	not applicable	21	21	gillnet	6	359	Cynoglossidae	Symphurus	Symphurus atricaudus	Pleuronectiformes	0.035502959	0.023668639	1.420118343	hindgut digesta	fish hindgut digesta	sandy mud bottom	Plueronectiform	flow refuging	16.9	3	Symphurus atricaudus
13414.43.midgut.R1.fastq.gz	california tonguefish	midgut	2019-06-04	LC	201	2	3	fish_ invertebrates	0.6	235	2.371067862	116	Symphurus atricaudus	HSW gillnet survey	16.8	0.4	24	not applicable	neritic	0.957154095	california tonguefish	16.9	80	Symphurus atricaudus	FMP_43	305513	46.2	46.2	not applicable	not applicable	21	21	gillnet	6	359	Cynoglossidae	Symphurus	Symphurus atricaudus	Pleuronectiformes	0.035502959	0.023668639	1.420118343	midgut digesta	fish midgut digesta	sandy mud bottom	Plueronectiform	flow refuging	16.9	3	Symphurus atricaudus
13414.43.skin.R1.fastq.gz	california tonguefish	skin	2019-06-04	LC	201	2	3	fish_ invertebrates	0.6	235	2.371067862	116	Symphurus atricaudus	HSW gillnet survey	16.8	0.4	24	not applicable	neritic	0.957154095	california tonguefish	16.9	80	Symphurus atricaudus	FMP_43	305513	46.2	46.2	not applicable	not applicable	21	21	gillnet	6	359	Cynoglossidae	Symphurus	Symphurus atricaudus	Pleuronectiformes	0.035502959	0.023668639	1.420118343	skin swab	fish skin	sandy mud bottom	Plueronectiform	flow refuging	16.9	3	Symphurus atricaudus
13414.44.gill.R1.fastq.gz	yellowfin croaker	gill	2019-06-04	LC	60	10	3	fish_ crustaceans_ worms_ bivalves	7	136	2.133538908	116	Umbrina cirrosa	HSW gillnet survey	25	1.6	27.4	not applicable	neritic	1.072293227	yellowfin croaker	25.9	46	Umbrina roncador	FMP_44	320399	186.3	186.3	not applicable	2.5	55.6	56	gillnet	6	350	Sciaenidae	Umbrina	Umbrina roncador	Perciformes	0.27027027	0.061776062	1.057915058	gill tissue	fish gill	sandy mud bottom	Subcarangiform	generalist	25.9	3	Umbrina roncador
13414.44.hg.R1.fastq.gz	yellowfin croaker	hindgut	2019-06-04	LC	60	10	3	fish_ crustaceans_ worms_ bivalves	7	136	2.133538908	116	Umbrina cirrosa	HSW gillnet survey	25	1.6	27.4	not applicable	neritic	1.072293227	yellowfin croaker	25.9	46	Umbrina roncador	FMP_44	320399	186.3	186.3	not applicable	2.5	55.6	56	gillnet	6	350	Sciaenidae	Umbrina	Umbrina roncador	Perciformes	0.27027027	0.061776062	1.057915058	hindgut digesta	fish hindgut digesta	sandy mud bottom	Subcarangiform	generalist	25.9	3	Umbrina roncador
13414.44.midgut.R1.fastq.gz	yellowfin croaker	midgut	2019-06-04	LC	60	10	3	fish_ crustaceans_ worms_ bivalves	7	136	2.133538908	116	Umbrina cirrosa	HSW gillnet survey	25	1.6	27.4	not applicable	neritic	1.072293227	yellowfin croaker	25.9	46	Umbrina roncador	FMP_44	320399	186.3	186.3	not applicable	2.5	55.6	56	gillnet	6	350	Sciaenidae	Umbrina	Umbrina roncador	Perciformes	0.27027027	0.061776062	1.057915058	midgut digesta	fish midgut digesta	sandy mud bottom	Subcarangiform	generalist	25.9	3	Umbrina roncador
13414.44.skin.R1.fastq.gz	yellowfin croaker	skin	2019-06-04	LC	60	10	3	fish_ crustaceans_ worms_ bivalves	7	136	2.133538908	116	Umbrina cirrosa	HSW gillnet survey	25	1.6	27.4	not applicable	neritic	1.072293227	yellowfin croaker	25.9	46	Umbrina roncador	FMP_44	320399	186.3	186.3	not applicable	2.5	55.6	56	gillnet	6	350	Sciaenidae	Umbrina	Umbrina roncador	Perciformes	0.27027027	0.061776062	1.057915058	skin swab	fish skin	sandy mud bottom	Subcarangiform	generalist	25.9	3	Umbrina roncador
13414.48.gill.R1.fastq.gz	specklefin midshipman	gill	2019-06-04	LC	126	0	3	fish_ octopus_ crustacean	13.2	100	2	116	Porichthys plectrodon	HSW gillnet survey	44	3.5	56.5	bay, rocky, soft bottom,	intertidal	1.171911111	specklefin midshipman	37.5	74	Porichthys myriaster	FMP_48	262771	618	618	not applicable	not applicable	51	51	gillnet	6	312	Batrachoididae	Porichthys	Porichthys myriaster	Batrachoidiformes	0.352	0.093333333	1.506666667	gill tissue	fish gill	sandy mud bottom	Labriform	generalist	37.5	3	Porichthys myriaster
13414.48.hg.R1.fastq.gz	specklefin midshipman	hindgut	2019-06-04	LC	126	0	3	fish_ octopus_ crustacean	13.2	100	2	116	Porichthys plectrodon	HSW gillnet survey	44	3.5	56.5	bay, rocky, soft bottom,	intertidal	1.171911111	specklefin midshipman	37.5	74	Porichthys myriaster	FMP_48	262771	618	618	not applicable	not applicable	51	51	gillnet	6	312	Batrachoididae	Porichthys	Porichthys myriaster	Batrachoidiformes	0.352	0.093333333	1.506666667	hindgut digesta	fish hindgut digesta	sandy mud bottom	Labriform	generalist	37.5	3	Porichthys myriaster
13414.48.midgut.R1.fastq.gz	specklefin midshipman	midgut	2019-06-04	LC	126	0	3	fish_ octopus_ crustacean	13.2	100	2	116	Porichthys plectrodon	HSW gillnet survey	44	3.5	56.5	bay, rocky, soft bottom,	intertidal	1.171911111	specklefin midshipman	37.5	74	Porichthys myriaster	FMP_48	262771	618	618	not applicable	not applicable	51	51	gillnet	6	312	Batrachoididae	Porichthys	Porichthys myriaster	Batrachoidiformes	0.352	0.093333333	1.506666667	midgut digesta	fish midgut digesta	sandy mud bottom	Labriform	generalist	37.5	3	Porichthys myriaster
13414.48.skin.R1.fastq.gz	specklefin midshipman	skin	2019-06-04	LC	126	0	3	fish_ octopus_ crustacean	13.2	100	2	116	Porichthys plectrodon	HSW gillnet survey	44	3.5	56.5	bay, rocky, soft bottom,	intertidal	1.171911111	specklefin midshipman	37.5	74	Porichthys myriaster	FMP_48	262771	618	618	not applicable	not applicable	51	51	gillnet	6	312	Batrachoididae	Porichthys	Porichthys myriaster	Batrachoidiformes	0.352	0.093333333	1.506666667	skin swab	fish skin	sandy mud bottom	Labriform	generalist	37.5	3	Porichthys myriaster
13414.49.gill.R1.fastq.gz	shortfin corvina	gill	2019-06-05	DD	20	0	3	small fish	10.1	1069	3.028977705	116	Cynoscion arenarius	HSW gillnet survey	34.4	4.3	26.3	not applicable	neritic	0.915652235	shortfin corvina	34.5	50	Cynoscion parvipinnis	FMP_49	320393	376	376	not applicable	3.2	60	69	gillnet	6	352	Sciaenidae	Cynoscion	Cynoscion parvipinnis	Perciformes	0.292753623	0.124637681	0.762318841	gill tissue	fish gill	kelp forrest	Subcarangiform	generalist	34.5	3	Cynoscion parvipinnis
13414.49.hg.R1.fastq.gz	shortfin corvina	hindgut	2019-06-05	DD	20	0	3	small fish	10.1	1069	3.028977705	116	Cynoscion arenarius	HSW gillnet survey	34.4	4.3	26.3	not applicable	neritic	0.915652235	shortfin corvina	34.5	50	Cynoscion parvipinnis	FMP_49	320393	376	376	not applicable	3.2	60	69	gillnet	6	352	Sciaenidae	Cynoscion	Cynoscion parvipinnis	Perciformes	0.292753623	0.124637681	0.762318841	hindgut digesta	fish hindgut digesta	kelp forrest	Subcarangiform	generalist	34.5	3	Cynoscion parvipinnis
13414.49.midgut.R1.fastq.gz	shortfin corvina	midgut	2019-06-05	DD	20	0	3	small fish	10.1	1069	3.028977705	116	Cynoscion arenarius	HSW gillnet survey	34.4	4.3	26.3	not applicable	neritic	0.915652235	shortfin corvina	34.5	50	Cynoscion parvipinnis	FMP_49	320393	376	376	not applicable	3.2	60	69	gillnet	6	352	Sciaenidae	Cynoscion	Cynoscion parvipinnis	Perciformes	0.292753623	0.124637681	0.762318841	midgut digesta	fish midgut digesta	kelp forrest	Subcarangiform	generalist	34.5	3	Cynoscion parvipinnis
13414.49.skin.R1.fastq.gz	shortfin corvina	skin	2019-06-05	DD	20	0	3	small fish	10.1	1069	3.028977705	116	Cynoscion arenarius	HSW gillnet survey	34.4	4.3	26.3	not applicable	neritic	0.915652235	shortfin corvina	34.5	50	Cynoscion parvipinnis	FMP_49	320393	376	376	not applicable	3.2	60	69	gillnet	6	352	Sciaenidae	Cynoscion	Cynoscion parvipinnis	Perciformes	0.292753623	0.124637681	0.762318841	skin swab	fish skin	kelp forrest	Subcarangiform	generalist	34.5	3	Cynoscion parvipinnis
13414.5.gill.R1.fastq.gz	gopher rockfish	gill	2019-08-21	NE	55	0	30	fish_ benthic crustaceans_ cephalopods	7	2486	3.395501124	116	Sebastes carnatus	hook and line survey	25.5	4.5	34.5	not applicable	neritic	1.905752689	gopher rockfish	25.5	65	Sebastes carnatus	FMP_5	72062	316	316	30	not applicable	43	39	rod and reel	8	257	Sebastidae	Sebastes	Sebastes carnatus	Perciformes	0.274509804	0.176470588	1.352941176	gill tissue	fish gill	rocky reef	Labriform	generalist	25.5	3	Sebastes carnatus
13414.5.hg.R1.fastq.gz	gopher rockfish	hindgut	2019-08-21	NE	55	0	30	fish_ benthic crustaceans_ cephalopods	7	2486	3.395501124	116	Sebastes carnatus	hook and line survey	25.5	4.5	34.5	not applicable	neritic	1.905752689	gopher rockfish	25.5	65	Sebastes carnatus	FMP_5	72062	316	316	30	not applicable	43	39	rod and reel	8	257	Sebastidae	Sebastes	Sebastes carnatus	Perciformes	0.274509804	0.176470588	1.352941176	hindgut digesta	fish hindgut digesta	rocky reef	Labriform	generalist	25.5	3	Sebastes carnatus
13414.5.midgut.R1.fastq.gz	gopher rockfish	midgut	2019-08-21	NE	55	0	30	fish_ benthic crustaceans_ cephalopods	7	2486	3.395501124	116	Sebastes carnatus	hook and line survey	25.5	4.5	34.5	not applicable	neritic	1.905752689	gopher rockfish	25.5	65	Sebastes carnatus	FMP_5	72062	316	316	30	not applicable	43	39	rod and reel	8	257	Sebastidae	Sebastes	Sebastes carnatus	Perciformes	0.274509804	0.176470588	1.352941176	midgut digesta	fish midgut digesta	rocky reef	Labriform	generalist	25.5	3	Sebastes carnatus
13414.5.skin.R1.fastq.gz	gopher rockfish	skin	2019-08-21	NE	55	0	30	fish_ benthic crustaceans_ cephalopods	7	2486	3.395501124	116	Sebastes carnatus	hook and line survey	25.5	4.5	34.5	not applicable	neritic	1.905752689	gopher rockfish	25.5	65	Sebastes carnatus	FMP_5	72062	316	316	30	not applicable	43	39	rod and reel	8	257	Sebastidae	Sebastes	Sebastes carnatus	Perciformes	0.274509804	0.176470588	1.352941176	skin swab	fish skin	rocky reef	Labriform	generalist	25.5	3	Sebastes carnatus
13414.58.gill.R1.fastq.gz	bonito	gill	2019-09-06	LC	100	0	3	fish_ squids_ shrimp	9.5	245	2.389166084	52	Sarda chiliensis	hook and line	34.5	3.8	32	not applicable	neritic	1.112136488	bonito	36.5	36	Sarda chiliensis	FMP_58	8231	540.8	540.8	not applicable	11.3	122	102	rod and reel	9	492	Scombridae	Sarda	Sarda chiliensis	Scombriformes	0.260273973	0.104109589	0.876712329	gill tissue	fish gill	sandy bottom	Thunniform	crusier sprinter	36.5	3	Sarda chiliensis
13414.58.hg.R1.fastq.gz	Pacific bonito	hindgut	2019-09-06	LC	100	0	3	fish_ squids_ shrimp	9.5	245	2.389166084	52	Sarda chiliensis	hook and line	34.5	3.8	32	not applicable	neritic	1.112136488	Pacific bonito	36.5	36	Sarda chiliensis	FMP_58	8231	540.8	540.8	not applicable	11.3	122	102	rod and reel	9	492	Scombridae	Sarda	Sarda chiliensis	Scombriformes	0.260273973	0.104109589	0.876712329	hindgut digesta	fish hindgut digesta	sandy bottom	Thunniform	crusier sprinter	36.5	3	Sarda chiliensis
13414.58.midgut.R1.fastq.gz	Pacific bonito	midgut	2019-09-06	LC	100	0	3	fish_ squids_ shrimp	9.5	245	2.389166084	52	Sarda chiliensis	hook and line	34.5	3.8	32	not applicable	neritic	1.112136488	Pacific bonito	36.5	36	Sarda chiliensis	FMP_58	8231	540.8	540.8	not applicable	11.3	122	102	rod and reel	9	492	Scombridae	Sarda	Sarda chiliensis	Scombriformes	0.260273973	0.104109589	0.876712329	midgut digesta	fish midgut digesta	sandy bottom	Thunniform	crusier sprinter	36.5	3	Sarda chiliensis
13414.58.skin.R1.fastq.gz	Pacific bonito	skin	2019-09-06	LC	100	0	3	fish_ squids_ shrimp	9.5	245	2.389166084	52	Sarda chiliensis	hook and line	34.5	3.8	32	not applicable	neritic	1.112136488	Pacific bonito	36.5	36	Sarda chiliensis	FMP_58	8231	540.8	540.8	not applicable	11.3	122	102	rod and reel	9	492	Scombridae	Sarda	Sarda chiliensis	Scombriformes	0.260273973	0.104109589	0.876712329	skin swab	fish skin	sandy bottom	Thunniform	crusier sprinter	36.5	3	Sarda chiliensis
13414.59.gill.R1.fastq.gz	Pacific bonito	gill	2019-06-04	VU	550	0	3	forage fish	not collected	160	2.204119983	465	Carcharias taurus	HSW gillnet survey	not collected	not collected	not collected	not applicable	neritic	#VALUE!	Pacific bonito	not collected	not collected	Alopias vulpinus	FMP_59	7852	not collected	not collected	25	348	573	760	gillnet	6	249	Alopiidae	Alopias	Alopias vulpinus	Lamniformes	not applicable	not applicable	not applicable	gill tissue	fish gill	sandy mud bottom	Carcharhiniform	crusier sprinter	not collected	3	Alopias vulpinus
13414.6.gill.R1.fastq.gz	olive rockfish	gill	2019-08-21	NE	500	0	30	fish_ crustacean_ squid	7.8	2486	3.395501124	116	Sebastes mystinus	HSW gillnet survey	28.8	4.5	29.4	not applicable	neritic	1.303980157	olive rockfish	29.3	49	Sebastes mystinus	FMP_6	72088	328	328	not applicable	3.8	38.5	60	gillnet	8	139	Sebastidae	Sebastes	Sebastes mystinus	Perciformes	0.266211604	0.153583618	1.003412969	gill tissue	fish gill	rocky reef	Labriform	generalist	29.3	3	Sebastes mystinus
13414.6.hg.R1.fastq.gz	olive rockfish	hindgut	2019-08-21	NE	500	0	30	fish_ crustacean_ squid	7.8	2486	3.395501124	116	Sebastes mystinus	HSW gillnet survey	28.8	4.5	29.4	not applicable	neritic	1.303980157	olive rockfish	29.3	49	Sebastes mystinus	FMP_6	72088	328	328	not applicable	3.8	38.5	60	gillnet	8	139	Sebastidae	Sebastes	Sebastes mystinus	Perciformes	0.266211604	0.153583618	1.003412969	hindgut digesta	fish hindgut digesta	rocky reef	Labriform	generalist	29.3	3	Sebastes mystinus
13414.6.midgut.R1.fastq.gz	olive rockfish	midgut	2019-08-21	NE	500	0	30	fish_ crustacean_ squid	7.8	2486	3.395501124	116	Sebastes mystinus	HSW gillnet survey	28.8	4.5	29.4	not applicable	neritic	1.303980157	olive rockfish	29.3	49	Sebastes mystinus	FMP_6	72088	328	328	not applicable	3.8	38.5	60	gillnet	8	139	Sebastidae	Sebastes	Sebastes mystinus	Perciformes	0.266211604	0.153583618	1.003412969	midgut digesta	fish midgut digesta	rocky reef	Labriform	generalist	29.3	3	Sebastes mystinus
