sample-id	absolute-filepath
13414.36.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.36.midgut.R1.fastq.gz
13414.36.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.36.skin.R1.fastq.gz
13414.37.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.37.gill.R1.fastq.gz
13414.37.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.37.hg.R1.fastq.gz
13414.37.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.37.midgut.R1.fastq.gz
13414.37.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.37.skin.R1.fastq.gz
13414.38.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.38.gill.R1.fastq.gz
13414.38.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.38.hg.R1.fastq.gz
13414.38.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.38.midgut.R1.fastq.gz
13414.38.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.38.skin.R1.fastq.gz
13414.39.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.39.gill.R1.fastq.gz
13414.39.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.39.hg.R1.fastq.gz
13414.39.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.39.midgut.R1.fastq.gz
13414.39.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.39.skin.R1.fastq.gz
13414.4.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.4.gill.R1.fastq.gz
13414.4.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.4.hg.R1.fastq.gz
13414.4.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.4.midgut.R1.fastq.gz
13414.4.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.4.skin.R1.fastq.gz
13414.40.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.40.gill.R1.fastq.gz
13414.40.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.40.hg.R1.fastq.gz
13414.40.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.40.midgut.R1.fastq.gz
13414.40.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.40.skin.R1.fastq.gz
13414.41.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.41.gill.R1.fastq.gz
13414.41.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.41.hg.R1.fastq.gz
13414.41.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.41.midgut.R1.fastq.gz
13414.41.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.41.skin.R1.fastq.gz
13414.42.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.42.gill.R1.fastq.gz
13414.42.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.42.hg.R1.fastq.gz
13414.42.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.42.midgut.R1.fastq.gz
13414.42.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.42.skin.R1.fastq.gz
13414.43.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.43.gill.R1.fastq.gz
13414.43.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.43.hg.R1.fastq.gz
13414.43.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.43.midgut.R1.fastq.gz
13414.43.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.43.skin.R1.fastq.gz
13414.44.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.44.gill.R1.fastq.gz
13414.44.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.44.hg.R1.fastq.gz
13414.44.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.44.midgut.R1.fastq.gz
13414.44.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.44.skin.R1.fastq.gz
13414.45.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.45.gill.R1.fastq.gz
13414.45.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.45.hg.R1.fastq.gz
13414.45.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.45.midgut.R1.fastq.gz
13414.45.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.45.skin.R1.fastq.gz
13414.46.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.46.gill.R1.fastq.gz
13414.46.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.46.hg.R1.fastq.gz
13414.46.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.46.midgut.R1.fastq.gz
13414.46.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.46.skin.R1.fastq.gz
13414.47.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.47.gill.R1.fastq.gz
13414.47.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.47.hg.R1.fastq.gz
13414.47.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.47.midgut.R1.fastq.gz
13414.47.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.47.skin.R1.fastq.gz
13414.48.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.48.gill.R1.fastq.gz
13414.48.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.48.hg.R1.fastq.gz
13414.48.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.48.midgut.R1.fastq.gz
13414.48.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.48.skin.R1.fastq.gz
13414.49.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.49.gill.R1.fastq.gz
13414.49.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.49.hg.R1.fastq.gz
13414.49.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.49.midgut.R1.fastq.gz
13414.49.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.49.skin.R1.fastq.gz
13414.5.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.5.gill.R1.fastq.gz
13414.5.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.5.hg.R1.fastq.gz
13414.5.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.5.midgut.R1.fastq.gz
13414.5.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.5.skin.R1.fastq.gz
13414.50.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.50.gill.R1.fastq.gz
13414.50.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.50.hg.R1.fastq.gz
13414.50.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.50.midgut.R1.fastq.gz
13414.50.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.50.skin.R1.fastq.gz
13414.51.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.51.gill.R1.fastq.gz
13414.51.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.51.hg.R1.fastq.gz
13414.51.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.51.midgut.R1.fastq.gz
13414.51.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.51.skin.R1.fastq.gz
13414.52.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.52.gill.R1.fastq.gz
13414.52.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.52.hg.R1.fastq.gz
13414.52.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.52.midgut.R1.fastq.gz
13414.52.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.52.skin.R1.fastq.gz
13414.53.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.53.gill.R1.fastq.gz
13414.53.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.53.hg.R1.fastq.gz
13414.53.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.53.midgut.R1.fastq.gz
13414.53.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.53.skin.R1.fastq.gz
13414.54.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.54.gill.R1.fastq.gz
13414.54.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.54.hg.R1.fastq.gz
13414.54.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.54.midgut.R1.fastq.gz
13414.54.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.54.skin.R1.fastq.gz
13414.55.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.55.gill.R1.fastq.gz
13414.55.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.55.hg.R1.fastq.gz
13414.55.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.55.midgut.R1.fastq.gz
13414.55.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.55.skin.R1.fastq.gz
13414.58.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.58.gill.R1.fastq.gz
13414.58.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.58.hg.R1.fastq.gz
13414.58.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.58.midgut.R1.fastq.gz
13414.58.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.58.skin.R1.fastq.gz
13414.59.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.59.gill.R1.fastq.gz
13414.59.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.59.hg.R1.fastq.gz
13414.59.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.59.midgut.R1.fastq.gz
13414.59.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.59.skin.R1.fastq.gz
13414.6.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.6.gill.R1.fastq.gz
13414.6.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.6.hg.R1.fastq.gz
13414.6.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.6.midgut.R1.fastq.gz
13414.6.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.6.skin.R1.fastq.gz
13414.60.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.60.gill.R1.fastq.gz
13414.60.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.60.hg.R1.fastq.gz
13414.60.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.60.midgut.R1.fastq.gz
13414.60.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.60.skin.R1.fastq.gz
13414.61.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.61.gill.R1.fastq.gz
13414.61.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.61.hg.R1.fastq.gz
13414.61.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.61.midgut.R1.fastq.gz
13414.61.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.61.skin.R1.fastq.gz
13414.62.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.62.gill.R1.fastq.gz
13414.62.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.62.hg.R1.fastq.gz
13414.62.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.62.midgut.R1.fastq.gz
13414.62.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.62.skin.R1.fastq.gz
13414.63.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.63.gill.R1.fastq.gz
13414.63.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.63.hg.R1.fastq.gz
13414.63.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.63.midgut.R1.fastq.gz
13414.63.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.63.skin.R1.fastq.gz
13414.64.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.64.gill.R1.fastq.gz
13414.64.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.64.hg.R1.fastq.gz
13414.64.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.64.midgut.R1.fastq.gz
13414.64.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.64.skin.R1.fastq.gz
13414.65.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.65.gill.R1.fastq.gz
13414.65.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.65.hg.R1.fastq.gz
13414.65.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.65.midgut.R1.fastq.gz
13414.65.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.65.skin.R1.fastq.gz
13414.66.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.66.gill.R1.fastq.gz
13414.66.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.66.hg.R1.fastq.gz
13414.66.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.66.midgut.R1.fastq.gz
13414.66.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.66.skin.R1.fastq.gz
13414.67.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.67.gill.R1.fastq.gz
13414.67.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.67.hg.R1.fastq.gz
13414.67.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.67.midgut.R1.fastq.gz
13414.67.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.67.skin.R1.fastq.gz
13414.68.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.68.gill.R1.fastq.gz
13414.68.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.68.hg.R1.fastq.gz
13414.68.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.68.midgut.R1.fastq.gz
13414.68.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.68.skin.R1.fastq.gz
13414.69.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.69.gill.R1.fastq.gz
13414.69.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.69.hg.R1.fastq.gz
13414.69.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.69.midgut.R1.fastq.gz
13414.69.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.69.skin.R1.fastq.gz
13414.7.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.7.gill.R1.fastq.gz
13414.7.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.7.hg.R1.fastq.gz
13414.7.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.7.midgut.R1.fastq.gz
13414.7.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.7.skin.R1.fastq.gz
13414.70.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.70.gill.R1.fastq.gz
13414.70.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.70.midgut.R1.fastq.gz
13414.70.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.70.skin.R1.fastq.gz
13414.71.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.71.gill.R1.fastq.gz
13414.71.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.71.hg.R1.fastq.gz
13414.71.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.71.midgut.R1.fastq.gz
13414.71.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.71.skin.R1.fastq.gz
13414.72.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.72.gill.R1.fastq.gz
13414.72.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.72.hg.R1.fastq.gz
13414.72.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.72.midgut.R1.fastq.gz
13414.72.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.72.skin.R1.fastq.gz
13414.73.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.73.gill.R1.fastq.gz
13414.73.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.73.hg.R1.fastq.gz
13414.73.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.73.midgut.R1.fastq.gz
13414.73.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.73.skin.R1.fastq.gz
13414.74.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.74.gill.R1.fastq.gz
13414.74.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.74.hg.R1.fastq.gz
13414.74.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.74.midgut.R1.fastq.gz
13414.74.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.74.skin.R1.fastq.gz
13414.75.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.75.gill.R1.fastq.gz
13414.75.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.75.hg.R1.fastq.gz
13414.75.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.75.midgut.R1.fastq.gz
13414.75.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.75.skin.R1.fastq.gz
13414.76.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.76.gill.R1.fastq.gz
13414.76.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.76.hg.R1.fastq.gz
13414.76.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.76.midgut.R1.fastq.gz
13414.76.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.76.skin.R1.fastq.gz
13414.77.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.77.gill.R1.fastq.gz
13414.77.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.77.hg.R1.fastq.gz
13414.77.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.77.midgut.R1.fastq.gz
13414.77.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.77.skin.R1.fastq.gz
13414.78.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.78.gill.R1.fastq.gz
13414.78.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.78.midgut.R1.fastq.gz
13414.78.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.78.skin.R1.fastq.gz
13414.79.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.79.gill.R1.fastq.gz
13414.79.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.79.hg.R1.fastq.gz
13414.79.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.79.midgut.R1.fastq.gz
13414.79.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.79.skin.R1.fastq.gz
13414.8.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.8.gill.R1.fastq.gz
13414.8.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.8.hg.R1.fastq.gz
13414.8.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.8.midgut.R1.fastq.gz
13414.8.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.8.skin.R1.fastq.gz
13414.80.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.80.gill.R1.fastq.gz
13414.80.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.80.hg.R1.fastq.gz
13414.80.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.80.midgut.R1.fastq.gz
13414.80.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.80.skin.R1.fastq.gz
13414.81.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.81.gill.R1.fastq.gz
13414.81.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.81.hg.R1.fastq.gz
13414.81.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.81.midgut.R1.fastq.gz
13414.81.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.81.skin.R1.fastq.gz
13414.82.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.82.gill.R1.fastq.gz
13414.82.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.82.hg.R1.fastq.gz
13414.82.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.82.midgut.R1.fastq.gz
13414.82.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.82.skin.R1.fastq.gz
13414.83.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.83.gill.R1.fastq.gz
13414.83.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.83.hg.R1.fastq.gz
13414.83.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.83.midgut.R1.fastq.gz
13414.83.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.83.skin.R1.fastq.gz
13414.84.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.84.gill.R1.fastq.gz
13414.84.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.84.hg.R1.fastq.gz
13414.84.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.84.midgut.R1.fastq.gz
13414.84.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.84.skin.R1.fastq.gz
13414.85.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.85.gill.R1.fastq.gz
13414.85.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.85.hg.R1.fastq.gz
13414.85.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.85.midgut.R1.fastq.gz
13414.85.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.85.skin.R1.fastq.gz
13414.86.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.86.gill.R1.fastq.gz
13414.86.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.86.hg.R1.fastq.gz
13414.86.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.86.midgut.R1.fastq.gz
13414.86.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.86.skin.R1.fastq.gz
13414.87.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.87.gill.R1.fastq.gz
13414.87.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.87.midgut.R1.fastq.gz
13414.87.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.87.skin.R1.fastq.gz
13414.88.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.88.gill.R1.fastq.gz
13414.88.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.88.hg.R1.fastq.gz
13414.88.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.88.midgut.R1.fastq.gz
13414.88.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.88.skin.R1.fastq.gz
13414.89.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.89.g.R1.fastq.gz
13414.89.midg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.89.midg.R1.fastq.gz
13414.89.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.89.s.R1.fastq.gz
13414.9.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.9.gill.R1.fastq.gz
13414.9.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.9.hg.R1.fastq.gz
13414.9.midgut.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.9.midgut.R1.fastq.gz
13414.9.skin.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.9.skin.R1.fastq.gz
13414.90.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.90.g.R1.fastq.gz
13414.90.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.90.hg.R1.fastq.gz
13414.90.midg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.90.midg.R1.fastq.gz
13414.90.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.90.s.R1.fastq.gz
13414.91.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.91.g.R1.fastq.gz
13414.91.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.91.hg.R1.fastq.gz
13414.91.midg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.91.midg.R1.fastq.gz
13414.91.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.91.s.R1.fastq.gz
13414.92.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.92.g.R1.fastq.gz
13414.92.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.92.hg.R1.fastq.gz
13414.92.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.92.s.R1.fastq.gz
13414.93.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.93.g.R1.fastq.gz
13414.93.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.93.hg.R1.fastq.gz
13414.93.midg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.93.midg.R1.fastq.gz
13414.93.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.93.s.R1.fastq.gz
13414.94.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.94.g.R1.fastq.gz
13414.94.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.94.hg.R1.fastq.gz
13414.94.midg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.94.midg.R1.fastq.gz
13414.94.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.94.s.R1.fastq.gz
13414.95.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.95.g.R1.fastq.gz
13414.95.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.95.hg.R1.fastq.gz
13414.95.midg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.95.midg.R1.fastq.gz
